N,fourier_perimeter,reference_polygon_perimeter,length_error,relative_length_error,abs_relative_length_error,rmse,rmse_normalized,relative_step_change,energy_ratio
106,2168.248903158904,2187.0411901008115,-18.792286941907605,-0.008592561963152315,0.008592561963152315,0.23707862025791676,0.00044325594178910724,0.00010343982124274607,0.9999997271914405
107,2168.284036853956,2187.0411901008115,-18.757153246855523,-0.008576497476021891,0.008576497476021891,0.23649030757628897,0.0004421559982704648,1.6203718586411255e-05,0.9999997285437142
108,2168.30290353448,2187.0411901008115,-18.73828656633168,-0.008567870898429645,0.008567870898429645,0.23637773610730065,0.0004419455281215719,8.701203441601234e-06,0.999999728802084
109,2168.408723401063,2187.0411901008115,-18.63246669974842,-0.008519485953938324,0.008519485953938324,0.23499066358700024,0.0004393521768710598,4.880308300596152e-05,0.9999997319755426
110,2168.476109131726,2187.0411901008115,-18.565080969085557,-0.008488674586064747,0.008488674586064747,0.23412539792020776,0.00043773442598481525,3.107612044521362e-05,0.9999997339457093
111,2168.735965781817,2187.0411901008115,-18.305224318994533,-0.00836985805381688,0.00836985805381688,0.23105432365448736,0.0004319925673791119,0.00011983376205840346,0.9999997408797168
112,2169.060760216961,2187.0411901008115,-17.98042988385032,-0.008221349449308503,0.008221349449308503,0.22633722058288702,0.0004231731978288596,0.00014976209195992484,0.9999997513518873
113,2169.3102715907894,2187.0411901008115,-17.730918510022093,-0.008107263178342237,0.008107263178342237,0.2234984070372127,0.00041786558733921433,0.00011503198914689214,0.9999997575500637
114,2169.831386950378,2187.0411901008115,-17.209803150433345,-0.007868989037943112,0.007868989037943112,0.21852599200465267,0.00040856887173564823,0.00024022168078640312,0.9999997682181575
115,2170.0266687587086,2187.0411901008115,-17.014521342102853,-0.007779698626214977,0.007779698626214977,0.21648911850563596,0.00040476061487921086,8.999860980209787e-05,0.9999997725188818
116,2170.131582626924,2187.0411901008115,-16.909607473887718,-0.007731727939293302,0.007731727939293302,0.2147602558447397,0.0004015282329539832,4.834681053719383e-05,0.9999997761376618
117,2170.2081202660306,2187.0411901008115,-16.833069834780872,-0.007696731964158825,0.007696731964158825,0.21368203726003518,0.00039951233293863053,3.526866284034153e-05,0.9999997783798515
118,2170.4337576260095,2187.0411901008115,-16.607432474801954,-0.007593561817661255,0.007593561817661255,0.210670914515451,0.00039388256317473853,0.00010397037863412806,0.9999997845818106
119,2170.8415757720973,2187.0411901008115,-16.199614328714233,-0.007407091554579964,0.007407091554579964,0.2067816873408519,0.0003866110384280816,0.00018789707110609366,0.9999997924621278
120,2171.0731707270083,2187.0411901008115,-15.968019373803145,-0.007301197364768013,0.007301197364768013,0.20509406609277434,0.00038345576384074797,0.00010668441101176051,0.9999997958358895
121,2172.1331611340484,2187.0411901008115,-14.90802896676314,-0.0068165286663283906,0.0068165286663283906,0.19289564724549554,0.0003606488923117747,0.0004882333867564006,0.9999998193998669
122,2172.5282030638114,2187.0411901008115,-14.51298703700013,-0.006635900184546207,0.006635900184546207,0.18806337869066708,0.00035161420269312334,0.0001818681915231952,0.9999998283350312
123,2172.8453153609253,2187.0411901008115,-14.195874739886222,-0.006490904151298524,0.006490904151298524,0.1835686622965232,0.00034321062017609265,0.0001459646400293908,0.999999836442563
124,2173.0267996886555,2187.0411901008115,-14.01439041215599,-0.006407922482479627,0.006407922482479627,0.18092252978350493,0.0003382632573228726,8.352381388920258e-05,0.9999998411239207
125,2173.1555095448466,2187.0411901008115,-13.885680555964882,-0.006349071347542761,0.006349071347542761,0.1787408079689247,0.0003341841836527477,5.9230680546392305e-05,0.9999998449325505
126,2173.4626783121093,2187.0411901008115,-13.578511788702144,-0.0062086218815459275,0.0062086218815459275,0.1749069707572056,0.0003270162191939621,0.00014134688747013423,0.9999998515133371
127,2174.11228691918,2187.0411901008115,-12.92890318163154,-0.005911595648107379,0.005911595648107379,0.16582438944786296,0.0003100348982812242,0.000298881878006336,0.9999998665341906
128,2174.4142668832837,2187.0411901008115,-12.626923217527747,-0.005773518704028482,0.005773518704028482,0.16199438630137508,0.0003028741022132159,0.00013889805320575847,0.999999872628243
129,2174.530989550315,2187.0411901008115,-12.510200550496393,-0.005720148576588873,0.005720148576588873,0.1604781793281124,0.00030003931369812487,5.368005021354988e-05,0.9999998750013889
130,2174.6145281293498,2187.0411901008115,-12.426661971461726,-0.005681951500368825,0.005681951500368825,0.1593093265675064,0.0002978539587696561,3.841682617360252e-05,0.999999876815628
131,2174.66996586165,2187.0411901008115,-12.37122423916162,-0.0056566032204411155,0.0056566032204411155,0.15847509890731543,0.000296294238341124,2.5493130659710537e-05,0.9999998781023669
132,2174.800972766302,2187.0411901008115,-12.240217334509452,-0.005596701785916177,0.005596701785916177,0.15716746318763,0.0002938494067413126,6.0242200751717235e-05,0.999999880105711
133,2174.9857707285146,2187.0411901008115,-12.05541937229691,-0.005512204994978269,0.005512204994978269,0.15428654492181587,0.00028846307482432385,8.497235587378048e-05,0.9999998844608103
134,2174.983317610279,2187.0411901008115,-12.057872490532645,-0.005513326655716456,0.005513326655716456,0.15403833968508,0.0002879990159148926,1.1278778320068473e-06,0.9999998848322538
135,2175.098502233605,2187.0411901008115,-11.942687867206587,-0.005460659781472195,0.005460659781472195,0.15213216774265806,0.00028443512627089596,5.295885370404376e-05,0.9999998876649411
136,2175.2148712810476,2187.0411901008115,-11.826318819763856,-0.005407451342614504,0.005407451342614504,0.15084197724737022,0.000282022911274647,5.350058736339162e-05,0.9999998895622261
137,2175.353862497275,2187.0411901008115,-11.687327603536687,-0.005343899171372241,0.005343899171372241,0.14907383592625562,0.00027871709168764976,6.389769491843924e-05,0.9999998921361136
138,2175.6458889510486,2187.0411901008115,-11.395301149762872,-0.00521037335800594,0.00521037335800594,0.14642445441275148,0.000273763654314641,0.00013424319546732167,0.999999895936018
139,2175.8239462816346,2187.0411901008115,-11.217243819176929,-0.005128958645108953,0.005128958645108953,0.1447115820809269,0.00027056116883627336,8.184113577039451e-05,0.9999998983564573
140,2175.9000632516845,2187.0411901008115,-11.141126849126977,-0.0050941550161720675,0.0050941550161720675,0.1435092268265091,0.00026831317570183443,3.498305558224598e-05,0.9999999000384779
